model,mape_mean,mape_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std
xgb,2.2623548165671346,0.14663085420990185,100535334.63442425,8982142.814087616,12208647.536197001,407824.72917929146,0.3192952346798437,0.054247181716103036
