No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
57,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachoobata,Aoya,1H30-2H,90,120,670000,,230,0,2900.0,9600.0,Irregular Shaped,,False,,0,,0,,,,North,Road,2.0,Outside City Planning Area,,,1st quarter 2018,2018,1,,
58,Residential Land(Land and Building),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachoobata,Aoya,1H30-2H,90,120,8400000,,130,0,,,Irregular Shaped,13.0,False,95,0,,0,,,,South,City Road,4.0,Outside City Planning Area,,,4th quarter 2015,2015,4,,
59,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokamiya,,,,,110000,,360,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2016,2016,1,,
60,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokamiya,,,,,2300000,,5000,1,,,,,False,,0,,0,,,,,,,,,,1st quarter 2016,2016,1,,
61,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokamiya,,,,,340000,,1100,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2016,2016,1,,
62,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokamiya,,,,,600000,,1900,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2016,2016,1,,
63,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachokamejiri,,,,,300000,,250,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2014,2014,2,,
64,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachokawara,,,,,63000,,660,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2014,2014,2,,
65,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachokawara,,,,,70000,,350,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2014,2014,2,,
66,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachokinumi,,,,,100000,,2100,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2018,2018,1,,
67,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachokurauchi,Aoya,30-60minutes,30,60,13000,,40,0,330.0,1100.0,Semi-shaped,5.0,False,,0,,0,,,,No facing road,,,Outside City Planning Area,,,1st quarter 2015,2015,1,,
68,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokurauchi,,,,,500000,,1700,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2014,2014,4,,
69,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokurauchi,,,,,170000,,580,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2014,2014,4,,
70,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokuwabara,,,,,87000,,290,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
71,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokuwabara,,,,,95000,,320,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
72,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachokuwabara,,,,,20000,,630,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2016,2016,1,,
73,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachotawaradani,,,,,36000,,120,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
74,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachotawaradani,,,,,120000,,380,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
75,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachotawaradani,,,,,38000,,125,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
76,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachotsuyudani,Aoya,18,18,18,1000000,,2000,1,420.0,1400.0,Semi-trapezoidal Shaped,34.0,False,,0,,0,,,,East,City Road,8.0,Outside City Planning Area,,,2nd quarter 2019,2019,2,,
77,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachotsuyudani,Aoya,23,23,23,1000000,,2000,1,350.0,1100.0,Irregular Shaped,22.0,False,,0,,0,,,,South,City Road,3.0,Non-divided City Planning Area,,,4th quarter 2014,2014,4,,
78,Residential Land(Land and Building),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachotsuyudani,Aoya,23,23,23,2000000,,1000,0,,,Semi-rectangular Shaped,39.0,False,230,0,1978,0,W,House,House,No facing road,,,Non-divided City Planning Area,,,4th quarter 2014,2014,4,,
79,Residential Land(Land and Building),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachotsuyudani,Aoya,23,23,23,17000000,,590,0,,,Irregular Shaped,10.0,False,540,0,1981,0,S,"Office, Warehouse",Warehouse,South,City Road,3.0,Non-divided City Planning Area,,,4th quarter 2014,2014,4,,
80,Residential Land(Land and Building),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachotsuyudani,Aoya,16,16,16,14000000,,330,0,,,Irregular Shaped,10.5,False,135,0,2001,0,LS,House,House,Northeast,City Road,5.5,Non-divided City Planning Area,,,3rd quarter 2014,2014,3,,
81,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachonagawase,Aoya,30-60minutes,30,60,15000,,230,0,66.0,220.0,Irregular Shaped,21.0,False,,0,,0,,,Other,East,City Road,5.0,Outside City Planning Area,,,1st quarter 2019,2019,1,,
82,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachonagawase,,,,,950000,,1900,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2018,2018,4,,
83,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachonagawase,,,,,9500,,30,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2017,2017,4,,
84,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachonagawase,,,,,12000,,40,0,,,,,False,,0,,0,,,Other,,,,,,,4th quarter 2017,2017,4,,
85,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachonagawase,,,,,83000,,280,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2017,2017,4,,
86,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachohayauji,,,,,350000,,670,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2018,2018,4,,
87,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachoyamada,Aoya,30-60minutes,30,60,100000,,230,0,440.0,1400.0,Semi-shaped,20.0,False,,0,,0,,,Other,East,City Road,2.0,Outside City Planning Area,,,3rd quarter 2015,2015,3,,
88,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachoyamane,Aoya,1H-1H30,60,90,750000,,110,0,6900.0,23000.0,Semi-trapezoidal Shaped,11.0,False,,0,,0,,,,Northeast,Prefectural Road,8.0,Outside City Planning Area,,,2nd quarter 2015,2015,2,,
89,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachoyamane,,,,,670000,,240,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2017,2017,4,,
90,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachoyamane,,,,,470000,,170,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2017,2017,3,,
91,Forest Land,,31201,Tottori Prefecture,Tottori City,Aoyachoyamane,,,,,51000,,170,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2017,2017,2,,
92,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachoyogo,Aoya,29,29,29,4000000,,300,0,13000.0,45000.0,Semi-rectangular Shaped,15.0,False,,0,,0,,,House,East,City Road,6.0,Outside City Planning Area,,,4th quarter 2018,2018,4,,
93,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachoyogo,Aoya,29,29,29,4100000,,300,0,13000.0,45000.0,Semi-rectangular Shaped,15.0,False,,0,,0,,,House,East,City Road,6.0,Outside City Planning Area,,,1st quarter 2018,2018,1,,
94,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Aoyachoyogo,Aoya,28,28,28,4100000,,300,0,13000.0,45000.0,Semi-rectangular Shaped,15.0,False,,0,,0,,,House,West,City Road,6.0,Outside City Planning Area,,,4th quarter 2016,2016,4,,
95,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachoyogo,,,,,30000,,100,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2019,2019,1,,
96,Agricultural Land,,31201,Tottori Prefecture,Tottori City,Aoyachoyogo,,,,,500000,,330,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2015,2015,4,,
97,Residential Land(Land and Building),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,14000000,,280,0,,,Rectangular Shaped,14.0,False,160,0,1982,0,W,House,House,Northwest,City Road,7.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,
98,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,13000000,,250,0,52000.0,170000.0,Rectangular Shaped,24.0,False,,0,,0,,,House,Northwest,City Road,4.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
99,Residential Land(Land and Building),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,51000000,,240,0,,,Semi-rectangular Shaped,9.0,False,140,0,2018,0,LS,House,House,Northwest,City Road,9.0,Category I Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
100,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,12000000,,165,0,70000.0,230000.0,Semi-rectangular Shaped,8.5,False,,0,,0,,,House,Northwest,City Road,6.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2018,2018,2,,
101,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,16000000,,420,0,37000.0,120000.0,Semi-rectangular Shaped,15.5,False,,0,,0,,,House,Southwest,City Road,5.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,
102,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,10000000,,250,0,40000.0,130000.0,Flag-shaped etc.,4.5,False,,0,,0,,,House,Southwest,City Road,5.5,Category II Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,
103,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,11000000,,180,0,61000.0,200000.0,Semi-rectangular Shaped,17.0,False,,0,,0,,,,Northeast,City Road,9.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2016,2016,4,,
104,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,5500000,,185,0,29000.0,97000.0,Flag-shaped etc.,3.0,False,,0,,0,,,,Southeast,City Road,5.5,Neighborhood Commercial Zone,80.0,200.0,3rd quarter 2016,2016,3,,
105,Residential Land(Land Only),Residential Area,31201,Tottori Prefecture,Tottori City,Akisato,Tottori,30-60minutes,30,60,30000000,,520,0,57000.0,190000.0,Semi-rectangular Shaped,17.0,False,,0,,0,,,,Northwest,City Road,16.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
