No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
11,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Tokushima,16,16,16,45000000,,170,0,,,Semi-rectangular Shaped,7.5,False,630,0,1968,0,RC,"Housing Complex, Shop",,East,City Road,20.0,Commercial Zone,80.0,400.0,1st quarter 2018,2018,1,,
12,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Tokushima,15,15,15,57000000,,100,0,,,Semi-rectangular Shaped,7.0,False,300,0,1987,0,S,Shop,,East,City Road,20.0,Commercial Zone,80.0,400.0,3rd quarter 2015,2015,3,,
13,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Tokushima,14,14,14,110000000,,230,0,,,Irregular Shaped,11.0,False,1100,0,1991,0,SRC,Shop,Shop,East,City Road,20.0,Commercial Zone,80.0,400.0,2nd quarter 2014,2014,2,,
14,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Tokushima,16,16,16,28000000,,145,0,,,Semi-rectangular Shaped,5.5,False,350,0,1974,0,RC,"House, Shop",,East,City Road,20.0,Commercial Zone,80.0,400.0,1st quarter 2014,2014,1,,
15,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Tokushima,15,15,15,77000000,,115,0,,,Semi-rectangular Shaped,5.5,False,450,0,1985,0,S,"House, Shop",,West,City Road,20.0,Commercial Zone,80.0,400.0,1st quarter 2014,2014,1,,
16,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Tokushima,15,15,15,63000000,,140,0,,,Rectangular Shaped,7.8,False,510,0,1991,0,S,Housing Complex,,East,City Road,8.0,Commercial Zone,80.0,400.0,1st quarter 2014,2014,1,,
17,Residential Land(Land Only),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Niken-ya,8,8,8,13000000,,100,0,120000.0,410000.0,Semi-rectangular Shaped,,False,,0,,0,,,House,West,City Road,19.8,Commercial Zone,80.0,400.0,2nd quarter 2019,2019,2,,
18,Residential Land(Land Only),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Niken-ya,8,8,8,13000000,,105,0,120000.0,400000.0,Semi-rectangular Shaped,,False,,0,,0,,,House,South,City Road,5.0,Commercial Zone,80.0,400.0,2nd quarter 2019,2019,2,,
19,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Niken-ya,9,9,9,7000000,,115,0,,,Semi-rectangular Shaped,9.0,False,135,0,1974,0,RC,House,House,South,City Road,6.0,Commercial Zone,80.0,400.0,2nd quarter 2019,2019,2,,
20,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Niken-ya,10,10,10,170000000,,210,0,,,Irregular Shaped,8.3,False,,0,2017,0,,House,House,East,City Road,20.0,Commercial Zone,80.0,400.0,2nd quarter 2017,2017,2,,
21,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akitamachi,Niken-ya,9,9,9,10000000,,110,0,,,Rectangular Shaped,5.5,False,25,0,1984,0,W,House,House,East,City Road,16.0,Commercial Zone,80.0,400.0,4th quarter 2014,2014,4,,
22,Residential Land(Land Only),Potential Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,21,21,21,14000000,,460,0,30000.0,99000.0,Semi-rectangular Shaped,11.6,False,,0,,0,,,,East,Prefectural Road,6.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,
23,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,16,16,16,13000000,,155,0,,,Trapezoidal Shaped,9.0,False,125,0,1969,0,W,House,House,West,City Road,7.7,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,
24,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,13,13,13,12000000,,280,0,44000.0,140000.0,Rectangular Shaped,,False,,0,,0,,,,North,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,
25,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,14,14,14,4500000,,135,0,33000.0,110000.0,Semi-rectangular Shaped,8.8,False,,0,,0,,,Other,Southwest,City Road,4.7,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2018,2018,3,,
26,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,9,9,9,1900000,,35,0,51000.0,170000.0,Semi-rectangular Shaped,4.3,False,,0,,0,,,Other,West,City Road,4.7,Category I Residential Zone,60.0,200.0,2nd quarter 2018,2018,2,,
27,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,15,15,15,16000000,,230,0,70000.0,230000.0,Semi-rectangular Shaped,19.8,False,,0,,0,,,Other,Southeast,City Road,3.7,Category I Residential Zone,60.0,200.0,2nd quarter 2018,2018,2,,
28,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,13,13,13,14000000,,250,0,55000.0,180000.0,Semi-rectangular Shaped,28.9,False,,0,,0,,,Other,West,City Road,4.2,Category I Residential Zone,60.0,200.0,2nd quarter 2018,2018,2,,
29,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,15,15,15,7400000,,170,0,43000.0,140000.0,Semi-rectangular Shaped,9.9,False,,0,,0,,,Office,East,City Road,3.7,Category I Residential Zone,60.0,200.0,4th quarter 2017,2017,4,,
30,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,14,14,14,21000000,,145,0,,,Semi-rectangular Shaped,14.0,False,105,0,2016,0,W,House,House,West,Road,4.8,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2017,2017,2,,
31,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,18,18,18,9000000,,175,0,51000.0,170000.0,Rectangular Shaped,8.6,False,,0,,0,,,,South,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
32,Residential Land(Land Only),Potential Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,8,8,8,24000000,,990,0,24000.0,80000.0,Semi-rectangular Shaped,27.3,False,,0,,0,,,,West,Road,4.4,Category I Residential Zone,60.0,200.0,4th quarter 2016,2016,4,,
33,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,9,9,9,600000,,35,0,,,Semi-rectangular Shaped,7.0,False,35,0,1945,1,W,,Other,North,City Road,5.8,Category I Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
34,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,14,14,14,17000000,,100,0,,,Irregular Shaped,,False,90,0,2015,0,W,House,House,South,Private Road,5.0,Category I Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
35,Residential Land(Land Only),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,13,13,13,20000000,,250,0,79000.0,260000.0,Semi-trapezoidal Shaped,13.5,False,,0,,0,,,Office,North,National Highway,23.0,Neighborhood Commercial Zone,80.0,200.0,4th quarter 2015,2015,4,,
36,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,13,13,13,12000000,,175,0,69000.0,230000.0,Rectangular Shaped,9.8,False,,0,,0,,,,East,City Road,5.3,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
37,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,13,13,13,8800000,,175,0,50000.0,160000.0,Rectangular Shaped,10.0,False,,0,,0,,,,East,City Road,5.3,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
38,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,15,15,15,3000000,,330,0,9100.0,30000.0,Irregular Shaped,15.0,False,,0,,0,,,,No facing road,,,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
39,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,15,15,15,1600000,,175,0,9100.0,30000.0,Trapezoidal Shaped,13.0,False,,0,,0,,,,No facing road,,,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
40,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,12,12,12,13000000,,370,0,36000.0,120000.0,Semi-rectangular Shaped,10.6,False,,0,,0,,,House,South,City Road,6.0,Category I Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
41,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,13,13,13,26000000,,150,0,,,Semi-rectangular Shaped,6.3,False,110,0,2014,0,W,House,House,North,City Road,3.5,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,2014,3,,
42,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,19,19,19,9000000,,165,0,54000.0,180000.0,Semi-rectangular Shaped,14.1,False,,0,,0,,,House,North,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,2014,2,,
43,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,13,13,13,8400000,,90,0,,,Semi-rectangular Shaped,8.5,False,85,0,1981,0,W,House,,East,City Road,5.0,Category I Exclusively Medium-high Residential Zone,50.0,200.0,1st quarter 2014,2014,1,,
44,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,13,13,13,9500000,,175,0,55000.0,180000.0,Semi-rectangular Shaped,9.5,False,,0,,0,,,,East,City Road,5.5,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,
45,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Akuicho,Akui,12,12,12,8600000,,380,0,,,Semi-rectangular Shaped,10.0,False,220,0,1967,0,RC,"House, Shop",,South,City Road,6.0,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,Dealings in which auction or arbiter participates
46,Agricultural Land,,36201,Tokushima Prefecture,Tokushima City,Akuicho,,,,,3000000,,560,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2015,2015,1,,
47,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,130000000,,1700,0,,,Irregular Shaped,,False,980,0,2006,0,S,Housing Complex,House,West,City Road,8.3,Category I Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,
48,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,27,27,27,10000000,,220,0,,,Rectangular Shaped,8.0,False,130,0,,0,W,House,Other,East,City Road,4.1,Category I Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,
49,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,16000000,,185,0,87000.0,290000.0,Semi-rectangular Shaped,18.0,False,,0,,0,,,House,Southwest,City Road,5.7,Category I Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
50,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,29,29,29,9800000,,115,0,85000.0,280000.0,Semi-rectangular Shaped,7.4,False,,0,,0,,,Other,North,City Road,2.5,Quasi-residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
51,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,14000000,,170,0,78000.0,260000.0,Semi-rectangular Shaped,15.0,False,,0,,0,,,Other,East,City Road,5.0,Neighborhood Commercial Zone,80.0,200.0,1st quarter 2019,2019,1,,
52,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,29,29,29,3000000,,115,0,26000.0,86000.0,Semi-rectangular Shaped,7.4,False,,0,,0,,,,North,City Road,2.5,Quasi-residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
53,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,18000000,,250,0,73000.0,240000.0,Semi-rectangular Shaped,16.3,False,,0,,0,,,House,East,City Road,3.7,Category I Residential Zone,60.0,200.0,2nd quarter 2018,2018,2,,
54,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,23000000,,170,0,,,Semi-shaped,10.0,False,135,0,2001,0,W,House,House,North,City Road,5.0,Category I Residential Zone,60.0,200.0,1st quarter 2018,2018,1,,
55,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,100000000,,2000,1,45000.0,150000.0,Irregular Shaped,25.2,False,,0,,0,,,Other,East,City Road,4.4,Category I Residential Zone,60.0,200.0,2nd quarter 2017,2017,2,,
56,Residential Land(Land and Building),Commercial Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,29,29,29,22000000,,170,0,,,Semi-rectangular Shaped,9.0,False,210,0,1986,0,LS,"House, Shop",,South,Prefectural Road,24.0,Neighborhood Commercial Zone,80.0,200.0,4th quarter 2016,2016,4,,
57,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,10000000,,140,0,71000.0,230000.0,Semi-trapezoidal Shaped,13.0,False,,0,,0,,,Other,North,City Road,4.0,Category I Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
58,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,28,28,28,12000000,,140,0,85000.0,280000.0,Rectangular Shaped,8.0,False,,0,,0,,,,North,City Road,6.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2016,2016,3,,
59,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,17000000,,230,0,76000.0,250000.0,Semi-square Shaped,16.0,False,,0,,0,,,House,Southeast,City Road,9.0,Category I Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
60,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,17000000,,190,0,90000.0,300000.0,Irregular Shaped,19.0,False,,0,,0,,,Other,Northwest,Private Road,3.0,Neighborhood Commercial Zone,80.0,200.0,3rd quarter 2015,2015,3,,Dealings of adjacent land
61,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,11000000,,185,0,60000.0,200000.0,Semi-rectangular Shaped,8.0,False,,0,,0,,,House,Northwest,City Road,3.0,Category I Residential Zone,,,3rd quarter 2015,2015,3,,
62,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,19000000,,230,0,80000.0,260000.0,Semi-rectangular Shaped,14.0,False,,0,,0,,,House,East,City Road,8.4,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
63,"Pre-owned Condominiums, etc.",,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,28,28,28,1000000,1K,20,0,,,,,False,,0,1985,0,RC,House,House,,,,Quasi-industrial Zone,60.0,200.0,2nd quarter 2015,2015,2,Not yet,
64,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,27,27,27,2000000,,110,0,,,Semi-shaped,5.5,False,75,0,,0,W,House,House,North,City Road,2.0,Category I Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
65,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,28,28,28,9900000,,145,0,68000.0,220000.0,Semi-square Shaped,12.0,False,,0,,0,,,,South,City Road,3.5,Category I Residential Zone,60.0,200.0,2nd quarter 2014,2014,2,,
66,"Pre-owned Condominiums, etc.",,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,28,28,28,360000,1K,20,0,,,,,False,,0,1985,0,RC,House,House,,,,Quasi-industrial Zone,60.0,200.0,2nd quarter 2014,2014,2,Not yet,
67,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,26,26,26,140000000,,650,0,,,Irregular Shaped,26.6,False,1100,0,2006,0,S,"Housing Complex, Office, Other",,West,City Road,5.0,Commercial Zone,80.0,400.0,1st quarter 2014,2014,1,,
68,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,30-60minutes,30,60,14000000,,185,0,,,Semi-rectangular Shaped,18.0,False,75,0,2000,0,W,House,House,Southwest,City Road,5.8,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,
69,"Pre-owned Condominiums, etc.",,36201,Tokushima Prefecture,Tokushima City,Atake,Tokushima,28,28,28,2800000,1DK,20,0,,,,,False,,0,1985,0,RC,House,,,,,Quasi-industrial Zone,60.0,200.0,1st quarter 2014,2014,1,Done,
70,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Iitanicho,Jizobashi,1H30-2H,90,120,820000,,30,0,26000.0,87000.0,Irregular Shaped,15.0,False,,0,,0,,,Other,West,Prefectural Road,9.0,Urbanization Control Area,70.0,200.0,3rd quarter 2015,2015,3,,
71,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Iitanicho,Jizobashi,1H30-2H,90,120,5200000,,270,0,,,Semi-rectangular Shaped,12.0,False,310,0,1980,0,S,Other,,Southwest,Prefectural Road,9.0,Urbanization Control Area,,,1st quarter 2014,2014,1,,
72,Forest Land,,36201,Tokushima Prefecture,Tokushima City,Iitanicho,,,,,13000000,,5000,1,,,,,False,,0,,0,,,,,,,,,,4th quarter 2018,2018,4,,
73,Forest Land,,36201,Tokushima Prefecture,Tokushima City,Iitanicho,,,,,4300000,,5000,1,,,,,False,,0,,0,,,,,,,,,,4th quarter 2018,2018,4,,
74,Forest Land,,36201,Tokushima Prefecture,Tokushima City,Iitanicho,,,,,1300000,,1600,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2015,2015,4,,
75,Agricultural Land,,36201,Tokushima Prefecture,Tokushima City,Iitanicho,,,,,5300000,,370,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2015,2015,1,,
76,Forest Land,,36201,Tokushima Prefecture,Tokushima City,Iitanicho,,,,,1500000,,5000,1,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2014,2014,2,,
77,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Igacho,Awatomida,15,15,15,15000000,,185,0,80000.0,270000.0,Semi-rectangular Shaped,9.5,False,,0,,0,,,House,East,City Road,3.0,Category I Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
78,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Igacho,Tokushima,24,24,24,5500000,,70,0,78000.0,260000.0,Semi-rectangular Shaped,5.0,False,,0,,0,,,Other,South,Private Road,2.0,Category I Residential Zone,60.0,200.0,4th quarter 2016,2016,4,,Dealings including private road
79,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Akui,1H-1H30,60,90,17000000,,740,0,,,Irregular Shaped,,False,270,0,1998,0,S,House,House,West,Road,3.0,Urbanization Control Area,70.0,200.0,1st quarter 2018,2018,1,,Dealings in which auction or arbiter participates
80,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Ko (Tokushima),30-60minutes,30,60,2500000,,200,0,,,Irregular Shaped,16.0,False,115,0,,0,W,House,House,Northeast,City Road,6.3,Urbanization Control Area,70.0,200.0,4th quarter 2018,2018,4,,
81,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Ko (Tokushima),1H-1H30,60,90,3000000,,360,0,,,Irregular Shaped,17.5,False,60,0,,0,W,House,Other,North,Agricultural Road,1.2,Urbanization Control Area,70.0,200.0,3rd quarter 2018,2018,3,,
82,Residential Land(Land Only),Potential Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Ko (Tokushima),1H-1H30,60,90,1000000,,1600,0,650.0,2100.0,Semi-rectangular Shaped,50.0,True,,0,,0,,,,East,City Road,4.0,Urbanization Control Area,70.0,200.0,3rd quarter 2018,2018,3,,
83,Residential Land(Land Only),Potential Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Ko (Tokushima),30-60minutes,30,60,2000000,,1500,0,1300.0,4300.0,Semi-rectangular Shaped,27.6,False,,0,,0,,,,East,Prefectural Road,5.7,Urbanization Control Area,70.0,200.0,2nd quarter 2018,2018,2,,
84,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Ko (Tokushima),1H-1H30,60,90,3000000,,165,0,,,Semi-shaped,21.5,False,70,0,,0,W,House,Other,North,Prefectural Road,6.5,Urbanization Control Area,70.0,200.0,1st quarter 2016,2016,1,,
85,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Ko (Tokushima),1H-1H30,60,90,3000000,,330,0,9200.0,31000.0,Semi-rectangular Shaped,17.4,False,,0,,0,,,,North,Private Road,5.5,Urbanization Control Area,70.0,200.0,2nd quarter 2015,2015,2,,
86,Residential Land(Land Only),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Bunkanomori,1H-1H30,60,90,7300000,,600,0,12000.0,40000.0,Semi-rectangular Shaped,32.5,False,,0,,0,,,,South,Private Road,4.2,Urbanization Control Area,70.0,200.0,1st quarter 2019,2019,1,,
87,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Bunkanomori,1H-1H30,60,90,900000,,200,0,,,Semi-rectangular Shaped,10.0,False,70,0,1975,0,LS,House,House,Southeast,Private Road,4.8,Urbanization Control Area,70.0,200.0,4th quarter 2018,2018,4,,
88,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Bunkanomori,1H-1H30,60,90,17000000,,430,0,,,Semi-trapezoidal Shaped,18.0,False,175,0,2000,0,W,House,House,East,Private Road,12.0,Urbanization Control Area,70.0,200.0,3rd quarter 2015,2015,3,,
89,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Bunkanomori,1H-1H30,60,90,13000000,,2000,1,,,Irregular Shaped,,False,105,0,1981,0,W,House,House,West,Private Road,12.0,Urbanization Control Area,70.0,200.0,3rd quarter 2015,2015,3,,Dealings including private road
90,Residential Land(Land and Building),Residential Area,36201,Tokushima Prefecture,Tokushima City,Ichinomiyacho,Bunkanomori,1H-1H30,60,90,5600000,,330,0,,,Semi-square Shaped,17.7,False,155,0,1978,0,RC,"House, Warehouse",,North,Road,5.4,Urbanization Control Area,70.0,200.0,4th quarter 2014,2014,4,,
