No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
18,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,Oryuzako,10,10,10,1400000,,135,0,10000.0,34000.0,Semi-trapezoidal Shaped,9.5,False,,0,,0,,,Other,West,Hokkaido Prefectural Road,10.0,Category II Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
19,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,Oryuzako,8,8,8,6800000,,430,0,16000.0,52000.0,Semi-trapezoidal Shaped,19.0,False,,0,,0,,,House,Northeast,City Road,4.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
20,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,Oryuzako,4,4,4,6300000,,120,0,,,Semi-rectangular Shaped,6.0,False,50,0,1959,0,W,House,House,West,City Road,4.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
21,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,Oryuzako,4,4,4,2800000,,135,0,21000.0,68000.0,Semi-rectangular Shaped,7.5,False,,0,,0,,,House,Northwest,City Road,4.0,Category I Exclusively Low-story Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
22,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,Oryuzako,6,6,6,14000000,,135,0,,,Irregular Shaped,7.4,False,125,0,2013,0,W,House,House,East,Prefectural Road,9.0,Category II Residential Zone,60.0,200.0,3rd quarter 2018,2018,3,,
23,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,Oryuzako,2,2,2,2600000,,200,0,,,Semi-shaped,,False,115,0,1977,0,W,House,House,North,Private Road,2.5,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,Dealings including private road
24,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,Oryuzako,3,3,3,25000000,,620,0,,,Irregular Shaped,37.0,False,210,0,1994,0,W,House,House,South,City Road,9.5,Category II Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,2014,2,,
25,Agricultural Land,,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,,,,,600000,,980,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
26,Agricultural Land,,45201,Miyazaki Prefecture,Miyazaki City,Aoshima,,,,,2000000,,740,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2015,2015,4,,
27,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshimanishi,Aoshima,12,12,12,11000000,,190,0,,,Rectangular Shaped,10.0,False,85,0,2000,0,W,House,House,Southeast,City Road,12.0,Category II Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
28,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshimanishi,Aoshima,6,6,6,13000000,,450,0,30000.0,100000.0,Semi-rectangular Shaped,23.0,False,,0,,0,,,,Northeast,City Road,20.0,Neighborhood Commercial Zone,80.0,200.0,3rd quarter 2016,2016,3,,
29,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshimanishi,Kodomonokuni,11,11,11,160000000,,1100,0,,,Semi-shaped,25.0,False,1500,0,2010,0,RC,Housing Complex,House,Northeast,City Road,6.0,Category II Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
30,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshimanishi,Kodomonokuni,10,10,10,4000000,,200,0,,,Rectangular Shaped,18.5,False,105,0,1996,0,W,House,House,Northeast,City Road,6.0,Category II Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
31,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshimanishi,Kodomonokuni,9,9,9,10000000,,320,0,31000.0,100000.0,Semi-rectangular Shaped,16.0,False,,0,,0,,,,Southeast,City Road,12.0,Category II Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
32,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aoshimanishi,Kodomonokuni,8,8,8,9000000,,270,0,,,Rectangular Shaped,11.5,False,115,0,1994,0,W,House,,Southwest,City Road,6.0,Category II Residential Zone,60.0,200.0,3rd quarter 2014,2014,3,,
33,Residential Land(Land and Building),Commercial Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,10,10,10,220000000,,1700,0,,,Trapezoidal Shaped,50.0,True,640,0,1995,0,S,"Office, Shop",Other,South,City Road,20.0,Category II Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
34,Residential Land(Land Only),Commercial Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,13,13,13,43000000,,540,0,80000.0,260000.0,Rectangular Shaped,14.1,False,,0,,0,,,House,West,City Road,16.0,Category II Residential Zone,60.0,200.0,2nd quarter 2018,2018,2,,
35,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,11,11,11,39000000,,195,0,,,Square Shaped,14.0,False,110,0,2018,0,S,House,House,South,City Road,3.5,Category I Exclusively Low-story Residential Zone,60.0,100.0,2nd quarter 2018,2018,2,,
36,Residential Land(Land and Building),Commercial Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,12,12,12,11000000,,120,0,,,Rectangular Shaped,,False,70,0,1986,0,W,"House, Shop",Warehouse,South,City Road,16.0,Category II Residential Zone,60.0,200.0,4th quarter 2017,2017,4,,
37,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,11,11,11,3700000,,135,0,28000.0,91000.0,Semi-rectangular Shaped,10.0,False,,0,,0,,,House,No facing road,,,Category II Residential Zone,60.0,200.0,4th quarter 2017,2017,4,,
38,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,9,9,9,31000000,,400,0,76000.0,250000.0,Semi-rectangular Shaped,10.5,False,,0,,0,,,Other,South,City Road,20.0,Category II Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,
39,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,11,11,11,25000000,,210,0,,,Rectangular Shaped,,False,210,0,1975,0,RC,Housing Complex,House,North,City Road,4.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,2nd quarter 2017,2017,2,,
40,Residential Land(Land and Building),Commercial Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,7,7,7,180000000,,1800,0,,,Trapezoidal Shaped,50.0,True,780,0,1995,0,S,"Office, Shop",Other,South,City Road,18.0,Category II Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
41,Residential Land(Land and Building),Commercial Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,14,14,14,17000000,,280,0,,,Semi-rectangular Shaped,18.0,False,80,0,1967,0,,,Other,South,City Road,16.0,Category II Residential Zone,60.0,200.0,2nd quarter 2016,2016,2,,
42,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,14,14,14,8500000,,135,0,64000.0,210000.0,Semi-rectangular Shaped,7.0,False,,0,,0,,,House,East,City Road,6.0,Category II Residential Zone,60.0,200.0,2nd quarter 2016,2016,2,,
43,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,9,9,9,22000000,,300,0,74000.0,240000.0,Semi-rectangular Shaped,13.8,False,,0,,0,,,,West,City Road,7.6,Category II Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
44,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,10,10,10,48000000,,990,0,49000.0,160000.0,Semi-trapezoidal Shaped,24.0,False,,0,,0,,,Office,Northwest,City Road,6.0,Category II Residential Zone,60.0,200.0,4th quarter 2015,2015,4,,
45,Residential Land(Land and Building),Commercial Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,11,11,11,70000000,,870,0,,,Rectangular Shaped,13.0,False,440,0,1975,0,RC,Shop,Other,North,City Road,18.0,Category II Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
46,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,10,10,10,12000000,,195,0,61000.0,200000.0,Flag-shaped etc.,,False,,0,,0,,,,North,City Road,4.0,Category II Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
47,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Aobacho,Miyazaki,10,10,10,28000000,,390,0,72000.0,240000.0,Rectangular Shaped,15.0,False,,0,,0,,,House,South,City Road,4.0,Category I Exclusively Low-story Residential Zone,60.0,100.0,4th quarter 2014,2014,4,,
48,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,29,29,29,27000000,,400,0,,,Rectangular Shaped,30.0,False,130,0,2004,0,W,Housing Complex,House,Southeast,City Road,6.0,Category II Residential Zone,60.0,200.0,3rd quarter 2019,2019,3,,
49,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,18,18,18,37000000,,990,0,,,Semi-rectangular Shaped,25.0,False,290,0,1986,0,LS,Housing Complex,House,South,City Road,4.4,Quasi-industrial Zone,60.0,200.0,2nd quarter 2019,2019,2,,
50,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,10000000,,320,0,,,Rectangular Shaped,19.0,False,160,0,1977,0,S,Factory,Warehouse,Southwest,City Road,4.0,Industrial Zone,60.0,200.0,2nd quarter 2019,2019,2,,
51,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,5100000,,200,0,26000.0,85000.0,Rectangular Shaped,14.5,False,,0,,0,,,,Northeast,City Road,6.0,Category II Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,,
52,Residential Land(Land Only),Industrial Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,15,15,15,110000000,,2000,1,22000.0,73000.0,Rectangular Shaped,50.0,True,,0,,0,,,,Southeast,City Road,6.5,Exclusively Industrial Zone,60.0,200.0,1st quarter 2019,2019,1,,
53,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,24,24,24,6200000,,200,0,31000.0,100000.0,Rectangular Shaped,13.0,False,,0,,0,,,House,Northwest,City Road,5.0,Industrial Zone,60.0,200.0,4th quarter 2018,2018,4,,
54,Residential Land(Land and Building),Industrial Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,45000000,,2000,1,,,Irregular Shaped,18.0,False,195,0,1997,0,S,Office,Office,Northeast,City Road,4.0,Industrial Zone,60.0,200.0,3rd quarter 2018,2018,3,,
55,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,14000000,,170,0,,,Rectangular Shaped,13.0,False,115,0,,0,W,House,House,Southeast,City Road,5.0,Category II Residential Zone,60.0,200.0,2nd quarter 2018,2018,2,,
56,"Pre-owned Condominiums, etc.",,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,29,29,29,3500000,1LDK,45,0,,,,,False,,0,1991,0,RC,House,,,,,Industrial Zone,60.0,200.0,2nd quarter 2018,2018,2,Not yet,
57,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,13000000,,320,0,,,Flag-shaped etc.,4.0,False,120,0,1994,0,LS,Housing Complex,House,Southeast,City Road,4.0,Industrial Zone,60.0,200.0,1st quarter 2018,2018,1,,
58,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,25,25,25,14000000,,650,0,21000.0,71000.0,Rectangular Shaped,17.0,False,,0,,0,,,Warehouse,Southeast,City Road,4.0,Industrial Zone,60.0,200.0,1st quarter 2018,2018,1,,
59,Residential Land(Land and Building),Industrial Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,24000000,,570,0,,,Semi-shaped,32.0,False,480,0,1990,0,S,"Office, Warehouse",Office,Southwest,City Road,6.0,Industrial Zone,60.0,200.0,4th quarter 2017,2017,4,,
60,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,25,25,25,5500000,,220,0,,,Rectangular Shaped,10.5,False,70,0,1974,0,W,House,,Northwest,City Road,4.0,Category II Residential Zone,60.0,200.0,4th quarter 2017,2017,4,,
61,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,28,28,28,7000000,,620,0,11000.0,37000.0,Semi-shaped,11.5,False,,0,,0,,,,Southwest,Private Road,4.0,Category II Residential Zone,60.0,200.0,4th quarter 2017,2017,4,,Dealings including private road
62,Residential Land(Land Only),Potential Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,6000000,,330,0,18000.0,60000.0,Semi-square Shaped,18.0,False,,0,,0,,,,Northeast,City Road,5.7,Industrial Zone,60.0,200.0,3rd quarter 2017,2017,3,,
63,Residential Land(Land and Building),Industrial Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,24,24,24,83000000,,2000,1,,,Irregular Shaped,,False,730,0,1982,0,W,"Office, Warehouse",Warehouse,Southwest,City Road,6.0,Industrial Zone,60.0,200.0,2nd quarter 2017,2017,2,,
64,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,25,25,25,6000000,,165,0,,,Semi-square Shaped,12.5,False,85,0,1981,0,W,House,Other,East,City Road,4.0,Category II Residential Zone,60.0,200.0,2nd quarter 2017,2017,2,,
65,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,6500000,,310,0,,,Rectangular Shaped,12.0,False,75,0,1990,0,W,House,House,Southeast,Private Road,4.0,Category II Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,Dealings including private road
66,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,29,29,29,10000000,,370,0,,,Rectangular Shaped,,False,85,0,1990,0,W,House,House,Southeast,Private Road,4.0,Industrial Zone,60.0,200.0,1st quarter 2017,2017,1,,
67,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,21,21,21,9700000,,230,0,,,Semi-rectangular Shaped,13.0,False,100,0,1981,0,W,House,House,Southwest,City Road,3.0,Industrial Zone,60.0,200.0,1st quarter 2017,2017,1,,
68,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,7700000,,440,0,,,Semi-rectangular Shaped,24.5,False,10,0,1998,0,W,Other,,Northwest,City Road,4.0,Industrial Zone,60.0,200.0,3rd quarter 2016,2016,3,,
69,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,4800000,,190,0,,,Rectangular Shaped,15.0,False,70,0,1980,0,W,House,House,Southwest,Road,5.0,Industrial Zone,60.0,200.0,3rd quarter 2016,2016,3,,
70,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,500000,,80,0,6200.0,20000.0,Irregular Shaped,10.0,False,,0,,0,,,Other,Southwest,City Road,6.0,Industrial Zone,60.0,200.0,2nd quarter 2016,2016,2,,
71,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,18,18,18,30000000,,240,0,,,Rectangular Shaped,13.0,False,130,0,2016,0,W,House,House,Northeast,City Road,15.0,Urbanization Control Area,,,2nd quarter 2016,2016,2,,
72,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,25,25,25,16000000,,1400,0,11000.0,38000.0,Semi-square Shaped,35.0,False,,0,,0,,,Other,East,City Road,14.0,Urbanization Control Area,,,2nd quarter 2016,2016,2,,
73,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,19,19,19,19000000,,200,0,,,Semi-rectangular Shaped,,False,85,0,2016,0,W,House,House,South,Private Road,4.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
74,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,19,19,19,18000000,,145,0,,,Semi-rectangular Shaped,9.0,False,85,0,2016,0,W,House,House,East,Private Road,4.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
75,Residential Land(Land Only),Industrial Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,11,11,11,110000000,,2000,1,18000.0,61000.0,Rectangular Shaped,50.0,True,,0,,0,,,Factory,Northeast,City Road,6.0,Exclusively Industrial Zone,60.0,200.0,4th quarter 2015,2015,4,,
76,Residential Land(Land Only),Potential Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,9800000,,700,0,14000.0,46000.0,Irregular Shaped,50.0,True,,0,,0,,,,No facing road,,,Urbanization Control Area,70.0,200.0,4th quarter 2015,2015,4,,
77,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,28,28,28,10000000,,170,0,,,Rectangular Shaped,9.1,False,70,0,1979,0,W,House,House,Northwest,City Road,4.1,Industrial Zone,60.0,200.0,3rd quarter 2015,2015,3,,
78,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,29,29,29,12000000,,480,0,,,Semi-rectangular Shaped,27.0,False,95,0,1967,0,W,House,House,Southeast,City Road,4.0,Category II Residential Zone,50.0,200.0,2nd quarter 2015,2015,2,,
79,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,24,24,24,17000000,,105,0,,,Rectangular Shaped,7.0,False,80,0,2015,0,W,House,House,South,City Road,9.4,Category II Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
80,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,26,26,26,8500000,,230,0,,,Rectangular Shaped,,False,75,0,1988,0,W,House,House,Southwest,Private Road,6.0,Category II Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
81,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,25,25,25,20000000,,2000,1,6600.0,22000.0,Semi-rectangular Shaped,40.0,False,,0,,0,,,,East,City Road,5.0,Urbanization Control Area,70.0,200.0,1st quarter 2015,2015,1,,
82,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,16,16,16,2500000,,165,0,15000.0,49000.0,Semi-trapezoidal Shaped,21.0,False,,0,,0,,,Warehouse,Southeast,City Road,6.0,Category II Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,
83,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,28,28,28,36000000,,990,0,36000.0,120000.0,Rectangular Shaped,19.0,False,,0,,0,,,,Southwest,City Road,4.0,Industrial Zone,60.0,200.0,4th quarter 2014,2014,4,,
84,Residential Land(Land and Building),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,28,28,28,11000000,,510,0,,,Rectangular Shaped,18.5,False,80,0,1973,0,W,House,Other,Northeast,City Road,3.5,Industrial Zone,60.0,200.0,4th quarter 2014,2014,4,,
85,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,28,28,28,33000000,,960,0,34000.0,110000.0,Rectangular Shaped,20.0,False,,0,,0,,,Other,Southwest,City Road,6.0,Industrial Zone,60.0,200.0,3rd quarter 2014,2014,3,,
86,Residential Land(Land Only),Residential Area,45201,Miyazaki Prefecture,Miyazaki City,Oaza Akae,Tayoshi,30-60minutes,30,60,7500000,,410,0,18000.0,60000.0,Rectangular Shaped,15.5,False,,0,,0,,,Other,Southwest,City Road,3.5,Industrial Zone,60.0,200.0,3rd quarter 2014,2014,3,,
