No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
30,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,23,23,23,10000000,,230,0,,,Rectangular Shaped,12.6,False,100,0,1972,0,W,House,House,South,Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2017,2017,2,,
31,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,26,26,26,10000000,,350,0,,,Semi-rectangular Shaped,9.0,False,280,0,1978,0,S,"Factory, Shop",Office,West,City Road,7.5,Neighborhood Commercial Zone,80.0,200.0,1st quarter 2017,2017,1,,
32,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,26,26,26,19000000,,480,0,,,Irregular Shaped,9.5,False,290,0,,0,W,Shop,Shop,West,City Road,8.6,Neighborhood Commercial Zone,80.0,200.0,4th quarter 2016,2016,4,,Dealings in which auction or arbiter participates
33,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,28,28,28,22000000,,240,0,,,Semi-rectangular Shaped,23.0,False,90,0,2015,0,W,House,House,North,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2016,2016,2,,
34,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,23,23,23,16000000,,400,0,,,Irregular Shaped,19.0,False,90,0,,0,,House,House,North,City Road,4.0,Category I Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
35,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,28,28,28,4300000,,120,0,,,Rectangular Shaped,10.0,False,85,0,,0,W,House,,South,City Road,4.0,Category I Exclusively Low-story Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
36,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,28,28,28,30000000,,310,0,,,Semi-rectangular Shaped,26.0,False,290,0,1987,0,RC,Housing Complex,Other,South,City Road,5.7,Category I Residential Zone,60.0,200.0,3rd quarter 2015,2015,3,,
37,Residential Land(Land Only),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,21,21,21,13000000,,400,0,32000.0,110000.0,Rectangular Shaped,10.0,False,,0,,0,,,Other,North,City Road,4.2,Category I Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
38,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,25,25,25,4500000,,240,0,,,Semi-square Shaped,14.2,False,145,0,1965,0,W,House,House,North,Private Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
39,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Isemachi,Saga,21,21,21,11000000,3LDK,70,0,,,,,False,,0,1994,0,RC,House,House,,,,Category I Residential Zone,60.0,200.0,1st quarter 2015,2015,1,Done,
40,Residential Land(Land Only),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,23,23,23,5800000,,310,0,19000.0,62000.0,Rectangular Shaped,8.0,False,,0,,0,,,House,South,City Road,4.3,Category I Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,
41,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,29,29,29,18000000,,195,0,,,Irregular Shaped,12.0,False,135,0,1997,0,W,House,House,West,Private Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,2014,4,,
42,Residential Land(Land Only),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,28,28,28,6900000,,240,0,29000.0,96000.0,Semi-rectangular Shaped,,False,,0,,0,,,House,Southeast,Private Road,3.8,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,2014,3,,
43,Residential Land(Land Only),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,29,29,29,7000000,,620,0,11000.0,38000.0,Semi-shaped,18.0,False,,0,,0,,,Other,East,City Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,2014,2,,Dealings including private road
44,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Isemachi,Saga,26,26,26,4000000,,240,0,,,Semi-rectangular Shaped,13.1,False,120,0,1966,0,W,House,House,Southeast,Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,2014,2,,
45,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Isemachi,Saga,23,23,23,8300000,3LDK,70,0,,,,,False,,0,1994,0,RC,House,,,,,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,Not yet,Dealings in which auction or arbiter participates
46,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Imashukumachi,Saga,30-60minutes,30,60,6100000,,165,0,,,Semi-rectangular Shaped,15.0,False,55,0,,0,W,House,House,North,City Road,3.0,Category I Exclusively Low-story Residential Zone,50.0,80.0,3rd quarter 2017,2017,3,,
47,Residential Land(Land Only),Residential Area,41201,Saga Prefecture,Saga City,Imashukumachi,Saga,30-60minutes,30,60,7300000,,320,0,23000.0,75000.0,Semi-rectangular Shaped,12.0,False,,0,,0,,,House,North,Road,3.7,Category I Exclusively Low-story Residential Zone,40.0,80.0,4th quarter 2016,2016,4,,
48,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Imashukumachi,Saga,30-60minutes,30,60,5500000,,180,0,,,Flag-shaped etc.,3.5,False,80,0,1983,0,W,House,House,North,Private Road,5.5,Category I Exclusively Low-story Residential Zone,50.0,80.0,1st quarter 2016,2016,1,,
49,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,8,8,8,8800000,,125,0,,,Rectangular Shaped,10.0,False,85,0,1974,0,W,House,House,South,City Road,6.0,Industrial Zone,60.0,200.0,3rd quarter 2019,2019,3,,
50,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,14,14,14,16000000,,260,0,,,Semi-rectangular Shaped,15.0,False,150,0,1982,0,LS,House,House,East,City Road,5.0,Industrial Zone,60.0,200.0,3rd quarter 2019,2019,3,,
51,Residential Land(Land Only),Commercial Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,1,1,1,55000000,,300,0,180000.0,600000.0,Rectangular Shaped,15.0,False,,0,,0,,,Other,West,City Road,20.0,Commercial Zone,80.0,500.0,2nd quarter 2019,2019,2,,
52,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,4,4,4,12000000,3LDK,75,0,,,,,False,,0,1997,0,SRC,,House,,,,Commercial Zone,80.0,400.0,2nd quarter 2019,2019,2,Not yet,
53,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,6,6,6,14000000,4LDK,80,0,,,,,False,,0,1995,0,SRC,House,House,,,,Commercial Zone,80.0,400.0,3rd quarter 2018,2018,3,Not yet,
54,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,4,4,4,20000000,,105,0,,,Rectangular Shaped,7.0,False,140,0,1986,0,S,Shop,Shop,South,City Road,12.0,Commercial Zone,80.0,500.0,2nd quarter 2018,2018,2,,
55,Residential Land(Land Only),Commercial Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,4,4,4,48000000,,270,0,180000.0,590000.0,Semi-rectangular Shaped,11.5,False,,0,,0,,,Other,South,City Road,12.0,Commercial Zone,80.0,500.0,2nd quarter 2018,2018,2,,
56,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,2,2,2,57000000,,290,0,,,Rectangular Shaped,9.0,False,25,0,2000,0,S,Office,Shop,West,Prefectural Road,28.0,Commercial Zone,80.0,500.0,1st quarter 2018,2018,1,,
57,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,4,4,4,200000000,,1500,0,,,Rectangular Shaped,23.0,False,2000,1,1979,0,RC,Housing Complex,House,East,City Road,8.0,Commercial Zone,80.0,400.0,1st quarter 2018,2018,1,,
58,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,2,2,2,23000000,4LDK,85,0,,,,,False,,0,2005,0,RC,House,House,,,,Commercial Zone,80.0,500.0,1st quarter 2018,2018,1,Not yet,
59,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,3,3,3,230000000,,230,0,,,Rectangular Shaped,13.5,False,1200,0,2002,0,S,Housing Complex,House,South,City Road,12.0,Commercial Zone,80.0,500.0,3rd quarter 2017,2017,3,,
60,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,6,6,6,16000000,2LDK,75,0,,,,,False,,0,2004,0,SRC,House,House,,,,Commercial Zone,80.0,500.0,3rd quarter 2017,2017,3,Not yet,
61,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,5,5,5,11000000,3LDK,65,0,,,,,False,,0,1995,0,SRC,House,House,,,,Commercial Zone,80.0,400.0,2nd quarter 2017,2017,2,Not yet,Dealings in which auction or arbiter participates
62,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,2,2,2,78000000,,150,0,,,Rectangular Shaped,11.5,False,700,0,1980,0,RC,"House, Shop",Shop,South,City Road,12.0,Commercial Zone,80.0,500.0,1st quarter 2017,2017,1,,
63,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,6,6,6,15000000,,75,0,,,,,False,,0,2004,0,SRC,House,House,,,,Commercial Zone,80.0,500.0,4th quarter 2016,2016,4,Done,
64,Residential Land(Land Only),Commercial Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,2,2,2,140000000,,760,0,180000.0,610000.0,Rectangular Shaped,15.0,False,,0,,0,,,Shop,West,City Road,20.0,Commercial Zone,80.0,500.0,3rd quarter 2016,2016,3,,
65,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,6,6,6,10000000,3LDK,65,0,,,,,False,,0,1995,0,SRC,House,House,,,,Commercial Zone,80.0,400.0,3rd quarter 2016,2016,3,Not yet,
66,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,1,1,1,15000000,3LDK,60,0,,,,,False,,0,2005,0,RC,House,House,,,,Commercial Zone,80.0,500.0,3rd quarter 2016,2016,3,Not yet,
67,Residential Land(Land Only),Commercial Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,3,3,3,64000000,,530,0,120000.0,400000.0,Rectangular Shaped,18.2,False,,0,,0,,,,West,City Road,8.0,Commercial Zone,80.0,400.0,2nd quarter 2016,2016,2,,
68,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,5,5,5,21000000,3LDK,80,0,,,,,False,,0,2009,0,RC,House,House,,,,Commercial Zone,80.0,400.0,1st quarter 2016,2016,1,Not yet,
69,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,14,14,14,130000000,,2000,1,,,Semi-rectangular Shaped,24.6,False,500,0,2002,0,S,Housing Complex,Other,East,City Road,6.5,Industrial Zone,60.0,200.0,2nd quarter 2015,2015,2,,
70,Residential Land(Land Only),Residential Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,14,14,14,30000000,,590,0,51000.0,170000.0,Semi-rectangular Shaped,16.8,False,,0,,0,,,,East,City Road,4.6,Industrial Zone,60.0,200.0,2nd quarter 2015,2015,2,,
71,Residential Land(Land Only),Residential Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,11,11,11,27000000,,470,0,58000.0,190000.0,Semi-trapezoidal Shaped,25.0,False,,0,,0,,,,East,City Road,7.0,Industrial Zone,60.0,200.0,3rd quarter 2014,2014,3,,
72,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,6,6,6,21000000,4LDK,85,0,,,,,False,,0,2004,0,SRC,House,House,,,,Commercial Zone,80.0,400.0,3rd quarter 2014,2014,3,Not yet,
73,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,6,6,6,13000000,3LDK,70,0,,,,,False,,0,2001,0,RC,House,House,,,,Commercial Zone,80.0,400.0,2nd quarter 2014,2014,2,Not yet,
74,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Ekimaechuo,Saga,13,13,13,12000000,,240,0,,,Semi-rectangular Shaped,15.5,False,120,0,1981,0,LS,House,,South,City Road,5.0,Industrial Zone,60.0,200.0,1st quarter 2014,2014,1,,
75,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,5,5,5,17000000,4LDK,105,0,,,,,False,,0,2003,0,SRC,,House,,,,Commercial Zone,80.0,400.0,1st quarter 2018,2018,1,Not yet,
76,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,5,5,5,6500000,,65,0,,,Rectangular Shaped,6.3,False,85,0,,0,W,House,Other,South,City Road,7.0,Commercial Zone,80.0,500.0,1st quarter 2017,2017,1,,
77,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,6,6,6,2800000,,35,0,,,Irregular Shaped,,False,55,0,1978,0,S,Shop,,South,City Road,11.0,Commercial Zone,80.0,500.0,1st quarter 2017,2017,1,,
78,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,7,7,7,23000000,4LDK,85,0,,,,,False,,0,2008,0,SRC,House,House,,,,Commercial Zone,80.0,400.0,1st quarter 2017,2017,1,Done,
79,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,6,6,6,6500000,,70,0,,,Rectangular Shaped,7.5,False,120,0,1978,0,S,Shop,Shop,North,City Road,4.0,Commercial Zone,80.0,500.0,4th quarter 2016,2016,4,,
80,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,5,5,5,36000000,,280,0,,,Irregular Shaped,10.0,False,260,0,1982,0,S,Office,Office,South,City Road,7.0,Commercial Zone,80.0,500.0,3rd quarter 2016,2016,3,,
81,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,5,5,5,1500000,3LDK,95,0,,,,,False,,0,2000,0,SRC,House,House,,,,Commercial Zone,80.0,500.0,3rd quarter 2016,2016,3,Not yet,
82,Residential Land(Land Only),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,8,8,8,96000000,,640,0,150000.0,500000.0,Rectangular Shaped,19.0,False,,0,,0,,,,South,City Road,11.0,Commercial Zone,80.0,400.0,2nd quarter 2016,2016,2,,
83,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,5,5,5,790000000,,1000,0,,,Semi-shaped,18.8,False,1000,0,2016,0,S,Other,Shop,West,Prefectural Road,20.0,Commercial Zone,80.0,500.0,1st quarter 2016,2016,1,,
84,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,5,5,5,4000000,,30,0,,,Semi-rectangular Shaped,6.5,False,85,0,,0,W,House,Shop,South,City Road,7.0,Commercial Zone,80.0,400.0,4th quarter 2015,2015,4,,
85,Residential Land(Land and Building),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,6,6,6,4000000,,30,0,,,Semi-square Shaped,5.5,False,,0,,0,W,Shop,Shop,South,City Road,7.0,Commercial Zone,80.0,500.0,4th quarter 2015,2015,4,,
86,Residential Land(Land Only),Commercial Area,41201,Saga Prefecture,Saga City,Ekiminamihommachi,Saga,7,7,7,45000000,,510,0,88000.0,290000.0,Irregular Shaped,12.3,False,,0,,0,,,Other,South,City Road,11.0,Commercial Zone,80.0,400.0,2nd quarter 2014,2014,2,,
87,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Otakara,Igaya,16,16,16,11000000,,175,0,,,Rectangular Shaped,9.0,False,95,0,1989,0,W,House,,South,Ward Road,3.2,Category II Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,
88,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Otakara,Saga,23,23,23,17000000,4LDK,80,0,,,,,False,,0,2003,0,RC,House,House,,,,Category I Residential Zone,60.0,200.0,2nd quarter 2019,2019,2,Not yet,
89,Residential Land(Land Only),Residential Area,41201,Saga Prefecture,Saga City,Otakara,Saga,21,21,21,8500000,,230,0,37000.0,120000.0,Semi-square Shaped,14.6,False,,0,,0,,,House,South,Private Road,4.0,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,Dealings including private road
90,Residential Land(Land and Building),Residential Area,41201,Saga Prefecture,Saga City,Otakara,Saga,25,25,25,22000000,,270,0,,,Rectangular Shaped,18.0,False,110,0,1987,0,W,House,House,South,City Road,4.5,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
91,Residential Land(Land Only),Commercial Area,41201,Saga Prefecture,Saga City,Otakara,Saga,18,18,18,7500000,,120,0,30000.0,99000.0,Semi-shaped,11.0,False,,0,,0,,,Other,West,Prefectural Road,8.0,Commercial Zone,80.0,400.0,1st quarter 2019,2019,1,,
92,"Pre-owned Condominiums, etc.",,41201,Saga Prefecture,Saga City,Otakara,Saga,18,18,18,7000000,Open Floor,50,0,,,,,False,,0,,0,,Shop,Shop,,,,Commercial Zone,80.0,400.0,1st quarter 2019,2019,1,Not yet,
